case_id,seed,timestamp,S,mu,delta,lf_success,lf_peak_force,lf_safety_violated,lf_max_rotation_deg,lf_wall_time,lf_connector_failed_t,hf_success,hf_peak_force,hf_safety_violated,hf_max_rotation_deg,hf_wall_time,hf_connector_failed_t,hf_failure_sequence,hf_n_failed,force_discrepancy,adequate_label,success_agree,safety_agree,speedup_ratio,phase
213,155,2026-09-21T15:19:19,43.41281203545987,0.7438076288979472,0.005120657916065455,1,1.2499814076804547,0,0.004225230669502441,0.006030271993950009,0.0,0,1.223060189676758,1,0.008757131586594342,0.006742508034221828,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.02201135989130007,0,0,0,1.1181101019964579,lhs_main
209,151,2026-09-21T15:19:19,84.29345554478687,0.47711391531902536,0.0007953895101730806,1,85.10483887569822,0,0.001735713510115553,0.041055912035517395,2.564,1,1.186094598612824,0,0.004500828557667912,0.010786026017740369,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,70.75215111444828,0,1,1,0.26271553798170155,lhs_main
214,156,2026-09-21T15:19:19,85.83982316478297,0.1005688451937471,0.004131478014325928,1,1.2263253033974602,0,0.00038264123876165283,0.006031698954757303,0.0,1,1.6262188733172969,0,1.2692587778085738,0.00940531597007066,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.2459039041307524,0,1,1,1.5593145547578313,lhs_main
215,157,2026-09-21T15:19:19,74.04097703220339,0.40807556211205576,0.006555945866338573,1,1.21221214533918,0,0.0009101608995223595,0.006073874013964087,0.0,1,1.1863811920831517,0,0.06530224357329971,0.00904578302288428,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.02177289511027405,1,1,1,1.48929381842423,lhs_main
211,153,2026-09-21T15:19:19,106.42785618633482,0.17121505602777787,0.001990169924151329,1,107.24202226372488,0,0.04993538249514087,0.0470591860357672,3.206,1,1.1854785889586765,0,0.000600545314801996,0.009718299028463662,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,89.4630613007749,0,1,1,0.20651226353718266,lhs_main
216,158,2026-09-21T15:19:19,43.681984820928335,0.4148669311234099,0.005958141348799614,1,1.2016232101134752,0,0.0008075201324873776,0.006028438976500183,0.0,1,1.1859691963586498,0,0.03862527676343511,0.010299464978743345,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.013199342616055092,1,1,1,1.7084795946168323,lhs_main
217,159,2026-09-21T15:19:19,69.96574173918144,0.4114090691439386,0.004310841111775458,1,1.1875738259641002,0,0.001029593933544795,0.005991009995341301,0.0,1,1.720407385470464,0,0.011755315491178413,0.009516773046925664,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.3097135969110332,0,1,1,1.5885089583102097,lhs_main
218,160,2026-09-21T15:19:19,61.906802969403756,0.5402683155142817,0.006851777225759895,1,1.188027899061333,0,0.0008221695941477358,0.005968978977762163,0.0,0,1.4428201472829048,1,0.0236817947342962,0.007640504976734519,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.17659321482403212,0,0,0,1.2800354977291326,lhs_main
219,161,2026-09-21T15:19:19,36.840151056697586,0.5179109854981944,0.001462406504935638,0,6.343683781190374,1,0.000526062302725237,0.0018903430318459868,0.0,1,1.1862149873190067,0,0.001573962714851943,0.009396415029186755,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,4.347836479058394,0,0,0,4.970745981490366,lhs_main
221,163,2026-09-21T15:19:19,69.18245819761785,0.2586789914009433,0.006393302267187355,1,1.2518740329471891,0,0.0010064925742062243,0.006039911997504532,0.0,1,1.679282965396936,0,0.020370670318309265,0.009082908043637872,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.2545187090305053,0,1,1,1.5038146329599822,lhs_main
222,164,2026-09-21T15:19:19,77.04513571677163,0.342660276021368,0.003082661795866748,1,1.1868125519901145,0,0.00095407432725553,0.00596293096896261,0.0,1,1.2933717238636893,0,0.006804767134231959,0.009521431988105178,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.0823886666976533,1,1,1,1.5967704536015537,lhs_main
223,165,2026-09-21T15:19:19,84.62032669052769,0.4405324549941011,0.004219671440945438,1,1.18583800597922,0,0.0005708598895521293,0.005885291029699147,0.0,0,1.625309218597319,1,0.00989381939927264,0.00693188002333045,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.2703923706267865,0,0,0,1.1778313066167612,lhs_main
224,166,2026-09-21T15:19:19,103.92716159644559,0.32215978402771406,0.004509478213622,1,1.2008782763924286,0,0.0011961174698409047,0.006073783966712654,0.0,1,1.6020556793717373,0,0.6834990058423068,0.009629268024582416,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.25041414486707136,0,1,1,1.5853820414679838,lhs_main
220,162,2026-09-21T15:19:19,91.41375275286198,0.33363237297609843,0.0025101263429455982,1,92.206853475207,0,0.0022358194528819216,0.04669416800606996,2.77,1,1.1854851628053122,0,0.00699113769775911,0.009528946015052497,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,76.77984606488896,0,1,1,0.2040714380822417,lhs_main
226,168,2026-09-21T15:19:19,20.723336035444518,0.4671784400078517,0.004887152110955953,1,1.186215326635079,0,0.0007275125386203327,0.005899999989196658,0.0,0,1.7249690235123865,1,0.07830607729377853,0.007578613993246108,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.31232659226557924,0,0,0,1.2845108486649353,lhs_main
225,167,2026-09-21T15:19:19,24.970443325491562,0.455689421551274,0.004280993535404821,1,1.1856016834499425,0,0.0007154162086142635,0.005934780987445265,0.0,1,1.5654965017664324,0,0.2085835942989529,0.009491558012086898,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.242667305795851,0,1,1,1.5993105781267782,lhs_main
229,171,2026-09-21T15:19:19,58.00976106799923,0.11243412999189614,0.007138391461132948,1,1.3068785373014367,0,0.00023266263282549311,0.00591091497335583,0.0,1,1.1859317489905339,0,0.012056410167326965,0.009357015020214021,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.10198461118344523,0,1,1,1.5830061948770888,lhs_main
230,172,2026-09-21T15:19:19,38.672585223201764,0.3000293096503309,0.004070587872000493,1,1.1989219068417156,0,0.0012984364576722274,0.005866278021130711,0.0,1,1.184417662992945,0,0.04472666014371774,0.0092494209529832,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.012245886144689296,1,1,1,1.5767102956365504,lhs_main
227,169,2026-09-21T15:19:19,74.81277200263231,0.7961075779085269,0.0006323300869740074,1,75.65658710810622,0,0.013198254886095261,0.034172985004261136,2.29,1,1.187058517938006,0,0.18990937947552558,0.01158975501311943,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,62.73450505163501,0,1,1,0.33914962394049764,lhs_main
231,173,2026-09-21T15:19:19,90.8627807269789,0.328182776239756,0.006776730912610532,1,1.2408598736333936,0,0.0017618225887664838,0.005906631995458156,0.0,1,1.644605948418791,0,0.011392996491311091,0.009234294993802905,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.24549715095800284,0,1,1,1.5633774037223789,lhs_main
232,174,2026-09-21T15:19:19,47.43492009776074,0.46918649736451834,0.0022646632306912236,1,1.1953114859185217,0,0.001411782802261828,0.0059453140129335225,0.0,1,1.1860724600988046,0,0.004844092124172804,0.009178526990581304,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.007789596445859117,1,1,1,1.54382543472291,lhs_main
228,170,2026-09-21T15:19:19,85.12472810530384,0.717418715837106,0.0013005158362239418,1,85.93208386520976,0,0.10783147040180725,0.039998726977501065,2.588,1,1.187493179508051,0,0.0008792803181812131,0.013564565975684673,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,71.36427572645873,0,1,1,0.3391249422341522,lhs_main
233,175,2026-09-21T15:19:19,27.71153717458642,0.6889773016519805,0.0068813049296717515,1,1.200166823473325,0,0.00204533752941135,0.005999892018735409,0.0,1,1.1931227935909052,0,0.14333998973908363,0.00925612001447007,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.005903859954950235,1,1,1,1.5427144331209104,lhs_main
234,176,2026-09-21T15:19:19,62.44374119291369,0.11104517622460545,0.0032800474454745994,1,1.2099708435644756,0,0.00030455153487421715,0.005966736003756523,0.0,1,1.2186208122787536,0,0.011044020303616564,0.009552514995448291,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.007098162633627658,1,1,1,1.6009615624747335,lhs_main
235,177,2026-09-21T15:19:19,31.02415999513845,0.27600252818699034,0.006962609654725425,1,1.2619847163483282,0,0.001063334259553278,0.0060084290453232825,0.0,1,1.5005481633173006,0,0.062062644337477685,0.009261475002858788,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.15898419844223727,0,1,1,1.5414137261165703,lhs_main
236,178,2026-09-21T15:19:19,66.57871609362573,0.5102012533773361,0.0033653490442222956,1,1.1925396620451763,0,0.000885261351468021,0.005927165038883686,0.0,1,1.1889262521350956,0,0.023236045235372895,0.011895237024873495,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.0030392212331013854,1,1,1,2.00690160419657,lhs_main
238,180,2026-09-21T15:19:19,46.19420009935911,0.16826284071874242,0.003037711649997334,1,1.2017149137314445,0,0.000385031439293817,0.005887866020202637,0.0,1,1.7834830909067958,0,0.04827338069804298,0.009612352005206048,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.3261977532287994,0,1,1,1.6325697582492256,lhs_main
240,182,2026-09-21T15:19:19,66.6687461921345,0.2889493722053075,0.0007199131226539408,1,67.51862678067106,0,0.0009830902641167296,0.03205156000331044,2.054,1,1.1855811300261752,0,0.01500396821048229,0.009631772991269827,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,55.949815639508685,0,1,1,0.30050871128503603,lhs_main
239,181,2026-09-21T15:19:19,103.64464641186156,0.31112251408190195,0.001969429788365906,1,104.4836199071205,0,0.002155239483227219,0.04578813002444804,3.126,1,1.1855806067500607,0,0.0069177920831530945,0.009337457013316453,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,87.12865132260661,0,1,1,0.20392745911070898,lhs_main
237,179,2026-09-21T15:19:19,113.06997499688823,0.5814733829822223,0.000673647465617654,1,113.86323706312646,0,0.006743794914256961,0.04976656794315204,3.398,1,1.1865038526985268,0,0.00597697012552587,0.010492990026250482,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,94.96533277507818,0,1,1,0.21084415622625496,lhs_main
241,183,2026-09-21T15:19:19,49.58966841659712,0.3399517047512932,8.317629102624937e-05,1,50.415167974643325,0,0.0009116894026413464,0.024086611985694617,1.558,1,1.185445658413385,0,0.0075790126197283845,0.009975677996408194,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,41.528451318569594,0,1,1,0.41415862066167264,lhs_main
243,185,2026-09-21T15:19:19,102.03980722927167,0.1799010863977588,0.00331564626561433,0,17.636710686921827,1,0.006539387428420582,0.0014374739839695394,0.0,1,1.7532685123949012,0,0.0059916386029035765,0.009348557970952243,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,9.059332362520284,0,0,0,6.503462375810442,lhs_main
244,186,2026-09-21T15:19:19,85.66037584320426,0.39702682769388253,0.005647357579207247,1,1.2014180196674977,0,0.0008250536472402946,0.006002495996654034,0.0,1,1.7346758006542222,0,0.0878180997536458,0.009357795002870262,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.30741063015095366,0,1,1,1.5589839640187297,lhs_main
245,187,2026-09-21T15:19:19,51.15964357785619,0.14742510684897212,0.002295927504156912,1,1.1947183280439613,0,0.0002342855411113448,0.005923514952883124,0.0,1,1.185458676191941,0,0.0043063578897502095,0.009339117968920618,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.007811028792471388,1,1,1,1.5766176068104687,lhs_main
247,189,2026-09-21T15:19:19,28.56895740151178,0.7135715304712908,0.006956911336146098,1,1.2086952897541783,0,0.0028867992880687397,0.005919785005971789,0.0,1,1.2025268450146342,0,0.015688906461048785,0.009203887020703405,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.005129569260858342,1,1,1,1.5547671091802597,lhs_main
246,188,2026-09-21T15:19:19,28.85096237433423,0.21811798341759306,0.000770381902403809,1,29.65654916676851,0,0.0006261357436575192,0.015509253018535674,0.9560000000000001,1,1.1854785022114547,0,0.0009755872987224093,0.009660487005021423,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,24.01652211444206,0,1,1,0.6228853829050195,lhs_main
248,190,2026-09-21T15:19:19,35.74584824973644,0.7640061334238062,0.007648316723441622,1,1.2222334539376762,0,0.004359449478908967,0.005893433990422636,0.0,1,1.2051487319537424,0,0.037196766714727346,0.00952743599191308,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.014176442733534416,1,1,1,1.6166187671561312,lhs_main
242,184,2026-09-21T15:19:19,93.95228943587453,0.5580108276199077,0.0008310842889575478,1,94.7598403870487,0,0.004785475487012464,0.04672541102627292,2.844,1,1.1863743488500273,0,0.0015940151316060792,0.012500784010626376,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,78.87347373019402,0,1,1,0.26753716523964644,lhs_main
249,191,2026-09-21T15:19:19,70.4776912788046,0.7859236995590122,0.007590139056481159,1,1.23724539612213,0,0.005814716722945513,0.0059804790071211755,0.0,1,1.2135119903001181,0,0.014237235270271065,0.009683448006398976,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.019557619546999434,1,1,1,1.6191759882224384,lhs_main
251,193,2026-09-21T15:19:19,65.5653744307155,0.43027159059184616,0.0022210634683379146,0,11.246572142827754,1,0.003858578767197633,0.0015316220233216882,0.0,1,1.1854985558964295,0,0.0005303653046061052,0.009237398044206202,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,8.486786877039691,0,0,0,6.031121192794485,lhs_main
250,192,2026-09-21T15:19:19,22.391529889683966,0.19956219600408648,0.00736464674743839,1,1.2961027983952946,0,0.001381288435342478,0.006057269987650216,0.0,1,1.2783635749601774,0,0.011534968455130997,0.00921718799509108,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.013876508829399215,1,1,1,1.5216736275390434,lhs_main
254,196,2026-09-21T15:19:19,36.41079510928839,0.4537781203144794,0.00394275172454708,1,1.1855093425533187,0,0.0046434818475377,0.0060747130191884935,0.0,0,1.677862430414021,1,0.00951484984632217,0.006054856989067048,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.29344067721881806,0,0,0,0.9967313632662604,lhs_main
252,194,2026-09-21T15:19:19,44.003994564089155,0.615958015100558,0.0009314547048265375,1,44.82905709864283,0,0.007426031540688498,0.024646359030157328,1.3960000000000001,1,1.186760880748043,0,0.0009232552425681536,0.01039361604489386,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,36.77429625956834,0,1,1,0.42170999911898605,lhs_main
253,195,2026-09-21T15:19:19,92.87271833157844,0.35959862159005795,0.005053677915925359,1,1.2011902534182062,0,0.0009455076279632335,0.0060560620040632784,0.0,1,1.1849983434841198,0,0.0461036923458056,0.009332247951533645,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.013664078117171947,1,1,1,1.540976288761943,lhs_main
255,197,2026-09-21T15:19:19,46.86004481108218,0.4518910735826567,0.007968950489444872,1,1.2240321020418414,0,0.0008337320459269631,0.006048978015314788,0.0,1,1.536862270191605,0,0.16016369628515476,0.009661789983510971,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.20355120573736393,0,1,1,1.5972598939935432,lhs_main
256,198,2026-09-21T15:19:19,23.770312202015987,0.3092883061661743,0.005433535449748147,1,1.2178212831709623,0,0.0018298231699961176,0.0059885099763050675,0.0,1,1.3471324299740408,0,0.375523121844332,0.01028579700505361,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.09598992936839205,1,1,1,1.7175886899665789,lhs_main
258,200,2026-09-21T15:19:19,63.34438489084375,0.28577341355473485,0.006281153548581098,1,1.2416774376031752,0,0.0015423079928038265,0.005977430031634867,0.0,1,1.348447003023134,0,0.06725257406863144,0.009785281028598547,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.0791796527268688,1,1,1,1.6370381546602908,lhs_main
257,199,2026-09-21T15:19:19,93.70516625410347,0.3742330954633232,0.005421854486242036,1,1.2031733334882495,0,0.0009194597690213859,0.0060825139516964555,0.0,1,1.1854636966654706,0,0.15749659059875737,0.010389818984549493,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.014938995493993995,1,1,1,1.7081455245411643,lhs_main
259,201,2026-09-21T15:19:19,53.677802490592676,0.5051115192356145,0.003177411025654631,1,1.1933114261904025,0,0.0009753069290038,0.005852592003066093,0.0,1,1.189763684926286,0,0.048873947021800465,0.009493967983871698,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.0029818873353293735,1,1,1,1.622181757911356,lhs_main
261,203,2026-09-21T15:19:19,107.73659181773655,0.2959495162320117,0.005817305599293491,1,1.228595812483016,0,0.0008721327892839987,0.005991339043248445,0.0,1,1.7600726120018486,0,0.8248362072996854,0.009731010999530554,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.3019629962393133,0,1,1,1.6241796582178558,lhs_main
262,204,2026-09-21T15:19:19,84.10517346498197,0.7884841699845141,0.004262840673070046,1,1.2315326567862745,0,0.004829273071879039,0.005995236977469176,0.0,1,1.2153484150320575,0,0.013113885037812733,0.010994576034136117,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.013316544913410834,1,1,1,1.8338851450668354,lhs_main
263,205,2026-09-21T15:19:19,22.686845619913615,0.6898171969464456,0.0010776328242847806,1,1.1876223368368315,0,0.0007442295367774283,0.005907370999921113,0.0,1,1.1873494968086569,0,0.001289740741159701,0.010694616998080164,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.00022978914709439953,1,1,1,1.8103851947377234,lhs_main
260,202,2026-09-21T15:19:19,58.71824337811426,0.5756953200626242,0.0018305871000254559,1,59.51857424517874,0,0.10439209958021746,0.027677833975758404,1.822,1,1.186134864285379,0,0.00135371421499759,0.009928304993081838,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,49.17858933017487,0,1,1,0.35870960862679974,lhs_main
265,207,2026-09-21T15:19:19,55.090171123280065,0.3065960145267482,0.003157983800304943,1,1.1896603455347425,0,0.0007905377096188616,0.005904707009904087,0.0,1,1.2627557402804355,0,0.017677756487874532,0.009616008959710598,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.057885616682652935,1,1,1,1.6285327863993029,lhs_main
266,208,2026-09-21T15:19:19,119.92786853310996,0.27708216505755057,0.005156212708984285,1,1.2198140370132569,0,0.0006902035754092954,0.005916258960496634,0.0,1,1.7715205236658078,0,0.24293917729453937,0.009560880018398166,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.31143104428217666,0,1,1,1.616034741250675,lhs_main
264,206,2026-09-21T15:19:19,26.269513388695792,0.35155730018744635,0.0005474010844482248,1,27.1048458142845,0,0.001299009511039803,0.014504088030662388,0.882,1,1.1857929909476113,0,0.0077672023827292,0.009406608995050192,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,21.85799125243944,0,1,1,0.6485488074234063,lhs_main
267,209,2026-09-21T15:19:19,101.62271942265525,0.3451105199237867,0.004487941873197071,1,1.1969136368723596,0,0.0008846636876516742,0.005894215952139348,0.0,1,1.526873218965948,0,0.11464093613656515,0.009961885982193053,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.21610149290394165,0,1,1,1.6901121477534795,lhs_main
268,210,2026-09-21T15:19:19,37.89594497705188,0.24028018142493066,0.0020109687889320925,1,1.1873747226450677,0,0.0007314577985404494,0.006152802030555904,0.0,1,1.1854784367519842,0,0.06654262596837016,0.009575566044077277,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.0015995954327765423,1,1,1,1.5562935385411918,lhs_main
269,211,2026-09-21T15:19:19,76.23252352753099,0.17350820169487563,0.0067341462924106355,1,1.282513381947653,0,0.0003909050279900928,0.006052006967365742,0.0,1,1.7032406675429812,0,0.05400830943169253,0.00920916098402813,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.24701575861398994,0,1,1,1.521670585259852,lhs_main
270,212,2026-09-21T15:19:19,31.985588170585412,0.17722120950454476,0.00348711091332949,1,1.2071589989425886,0,0.000658734870741766,0.00592710601631552,0.0,1,1.7674987203869241,0,0.17981500419733473,0.009714193001855165,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.31702411717824114,0,1,1,1.638943689401699,lhs_main
271,213,2026-09-21T15:19:19,73.54387771277327,0.21293221794329786,0.0038692320888769347,1,1.2086722604239768,0,0.0010717360411703432,0.005913206026889384,0.0,1,1.3897599878298528,0,0.007416966912376347,0.009485177986789495,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.1303014398109484,0,1,1,1.6040668875153554,lhs_main
273,215,2026-09-21T15:19:19,21.834565315095862,0.17160083276699561,0.0009220438148289352,1,1.1857727888387573,0,0.0002977687619438992,0.006056315964087844,0.0,1,1.1854742956008555,0,0.0005587029191194813,0.00969068199628964,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.00025179224805585,1,1,1,1.6000951822448677,lhs_main
272,214,2026-09-21T15:19:19,66.33722132603961,0.7989602304065849,0.003407765074503039,1,1.2150617293050063,0,0.005720889200392454,0.0060042450204491615,0.0,1,1.2062783165740878,0,0.01450284302744107,0.009706868033390492,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.007281414753324942,1,1,1,1.616667541103169,lhs_main
275,217,2026-09-21T15:19:19,114.72701612778435,0.26665819914673866,0.006576072568438661,1,1.2543992056320543,0,0.0010443569809121436,0.006189587991684675,0.0,1,1.5613681407326299,0,0.011423969571447277,0.009070981002878398,0.0,"[[0, 0.0], [1, 0.0], [2, 0.0], [3, 0.0], [4, 0.0], [5, 0.0], [6, 0.0], [7, 0.0]]",8,0.19660253536141623,0,1,1,1.465522586489552,lhs_main
