case_id,task,task_id,strength,friction,misalignment,lf_success,hf_success,lf_placement,hf_placement,lf_peak_force,hf_peak_force,lf_wall_time,hf_wall_time,force_error,adequate
40,hdd,0,103.13863401036242,0.5534836912630388,0.005651081484769603,1,1,1,1,103.6483472138114,0.0,0.34850169997662306,0.5134753999300301,10.36483472138114,0
41,hdd,0,103.52806419927646,0.5385695669276557,0.004093493578153479,1,1,1,1,103.56909193326253,0.0,0.34399629989638925,0.39386309997644275,10.356909193326253,0
42,hdd,0,109.5567129292224,0.4683294435593125,0.0012772425875273987,1,1,1,1,109.84838830618457,0.0,0.36031560006085783,0.3387994999065995,10.984838830618457,0
43,hdd,0,35.1374518092741,0.570935283073414,0.0020819967968432854,1,1,1,1,35.19405309514591,0.0,0.37668750004377216,0.3306277000810951,3.519405309514591,0
44,hdd,0,25.139646286766535,0.7431906371227521,0.006597575586893829,1,1,1,1,25.172758968104205,0.0,0.3295818999176845,0.33099899999797344,2.5172758968104203,0
45,hdd,0,49.99239870965677,0.3894300285024367,0.0024404719083481892,1,1,1,1,50.282824643600186,0.0,0.408985499991104,0.3430948000168428,5.028282464360019,0
46,hdd,0,94.4057549242499,0.18380696333351432,0.005747022444510982,1,1,1,1,94.85482115047695,0.0,0.3632437000051141,0.33637949998956174,9.485482115047695,0
47,hdd,0,79.50309766854849,0.6391450716050584,0.007958087251936637,1,1,1,1,79.92245857249088,0.0,0.34648499998729676,0.35061000008136034,7.992245857249088,0
48,hdd,0,29.842170199647683,0.4260437234527856,0.004151158160070866,1,1,1,1,29.843932844336372,0.0,0.3442657000850886,0.34152469993568957,2.9843932844336374,0
49,hdd,0,29.493109199176153,0.6519758732592883,0.005066090344536525,1,1,1,1,29.886551808790518,0.0,0.3542244000127539,0.34169679996557534,2.988655180879052,0
50,hdd,0,22.057902691935215,0.6229089581990406,0.004316260024293371,1,1,1,1,22.479047145672215,0.0,0.348529800074175,0.40609890001360327,2.2479047145672215,0
51,hdd,0,23.481987952153652,0.7087466566040174,0.007635406930852272,1,1,1,1,23.648666801786298,0.0,0.3419474000111222,0.3490321000572294,2.36486668017863,0
52,hdd,0,99.23958873872033,0.10779468051905224,0.0021406134769523496,1,1,1,1,99.33485139237837,0.0,0.3812109000282362,0.3474683000240475,9.933485139237836,0
